review_id,review_text,price,packaging,product,aroma
20701,"I'm in love with jordana modern matte lipstick, ternyata ketagihan jadi beli yang ini! ini agak coklat nude gitu. cocok untuk sehari-hari. matte nya gak bikin bibir kering. wanginya enak gak mengganggu sama sekali. harganya sangat terjangkau.",1,0,1,1
20757,"penasaran cobain ini karena baca beberapa review yang katanya produk ini bagus! dan ternyata ... aku sangat riang cinta yang satu ini !!! dengan harga yang murah, lipstik matte ini sangat berpigmen, cukup tahan lama, dan packagingnya bagus walaupun simple banget (cuma hitam polos) tapi ga begitu kelihatannya murahan.",1,1,1,0
20977,suka banget sama lipstik warna matte ini. harga terjangkau kantong cuma 30rb. kualitas bagus. sulit didapatkan. wangi enak .gak kalah sama brand luar. bertahan cukup lama dan tidak mudah luntur. sayang shade warna terbatas.,1,0,1,1
21012,"apa yang bisa kukatakan. itu favorit nomor 1 saya. itu nilai uang. warnanya bagus banget di bibir. kemasannya bagus, aplikasinya gampang karena aplikatornya panjang dan pipih. sedikit kering di bibir tapi aku bisa mengatasinya. dan tetap powernya oke. direkomendasikan !! harus punya.",0,1,1,0
21024,"suka warnanya! ini dupenya lime crime red velvet tapi dengan formula yang lebih bagus dan isi yang lebih banyak. lipstik favorit di antara favorit. karena warnanya yang sangat indah, tekstur yang creamy dan moist, packaging yang ok juga. pokoknya sangat dianjurkan. pasti punya item!",0,1,1,0
21192,"my first colourpop lipstick :) dan puas banget sama hasilnya, sebagai pecinta lipstik matte aku gaboleh ketinggalan buat nyobain colourpop ultra matte ini dan langsung jatuh cinta sampe hampir dipake setiap hari, meskipun lipstick ini murah, ramah di kantong tapi kualitasnya bagus banget dan warnanya pas banget di aku, pokoknya aku puas banget sama lipstik ini",1,0,1,0
21266,"dengan harga yang murah, ramah dikantong, lipstik ini jadi fav aku banget aku udah beli kembali 2 kali saking sukanya sama lipstik ini, cocok banget dipake buat sehari-hari karna warnanya yg segar, ditambah cocok banget sama tone kulit aku jadi makin cinta sama lipstik ini",1,0,1,0
21608,"kejutan kejutan! warna orange jadinya light fuschia di aku, tapi di mertua jadinya ... orange. kekurangannya adalah kemasannya yang jelek yang kesannya murahan dan rapuh.",0,-1,0,0
21634,"warna paling terlaris, sangat menyukainya! warnanya persis seperti yang saya inginkan. warnanya sesuai dengan yang diharapkan dan diidam2kan, mauve pinknya masuk di skin toneku. teksturenya lembut banget, creamy, pigmented, gak bikin dry dibibirku, untuk daya tahan lumayan awet, dan aromanya hmm enak banget kayak wangi2 vanilla. satu lagi yang disuka dr si stila stay all day liquid lipstick ini adalah kemasannya yang bagus. aplikatornya gak kaku dan pas dengan bentuk bibirku, jadi ngaplikasiinnya gampang dan gak bikin belepotan. layak untuk dibeli!",0,1,1,1
22262,"lipstik revlon seri ini kece banget menurutku. karena harganya yang murah, nggak bikin bibir kering, dan pilihan warnanya banyak. shade bed of roses ini adalah merah dengan tone biru yang warnanya pigmented dan cantik banget di bibir. finish nya creamy tapi nggak glossy glossy amat. kualitasnya terbilang bagus, mengherankan sih buat harganya.",1,0,1,0
22671,"Dari segi kemasannya, selalu bagus, dan aku suka karena rapi dan bagus, bentuk botol lipstiknya juga hampir sama dengan sebagian besar lipstik cair yang ada. warna yang ditawarkan juga banyak banget (liat yang di rave sama beauty blogger). klo warna ini, sangan bagus dipake sehari-hari pas ngantor atau kuliah, ga norak dan ga pucet, natural look dan soft. hasilnnya matte tapi ga kering dan cracky ya dan ini transfer free, jadi aman klo mau minum or makan. klo mau hapus lipstik juga direkomen buat pake pembersih minyak dan lipstik bersih bersih, karena lipstik cair yang transfer gratis ini memang agak susah dibersihkan tanpa bantuan cleansing oil.",0,1,0,0
23215,"lipstik cair dengan harga yg terjangkau ini kualitasnya oke banget. packagingnya termasuk cantik, tapi lihat detail colourpop di tube cepet hilang. dan ada beberapa item yg bocor. solow sendiri di saya warnanya jadi warm pink yg lembut. sangat cocok dipakai sehari-hari. tidak terlalu pucat, namun tidak juga neon. mudah di aplikasikan, berpigmen, tahan lama, teksturnya halus dan ga bikin bibir terlalu kering. baik diaplikasikan full swipe maupun dioles tipis dengan jari, hasilnya bagus.",1,1,1,0
23511,"suka bgt sama lipcolor balm ini karena warnanya pigmented bgt sekaligus ngelembabin bibir. warnanya paling suka yg naik ini karena cocok dipake sehari-hari walaupun cepet ilangnya tp noda di bibir jd walaupun ilang, tetep ada warnanya dibibir ga bikin pucat. kemasannya bagus. tempat yang berguna juga gampang dibawanya dan gak makan. gampang juga aplikasiinnya soalnya ujungnya runcing jd gampang untuk sudut2 bibir, recommended!",0,1,1,0
3832,"jatuh cinta banget sama lipstik yg satu ini, selain harganya terjangkau, hasilnya juga bagus banget, lembab di bibir gak bikin kering, tapi sayang g tahan lama, overall bagus menurutku, bikin tergoda beli beberapa pcs buat koleksi: d",1,0,1,0
4145,"suka banget sama lipstik satu ini! harga murah dan kualitas oke! :) warna warnanya ga kalah keren sama lipstik merk lain. lembut banget, mudah dioleskan gitu, gak bikin bibir pecah pecah. pake dikit dikit warnanya udah keliatan, jadinya hemat deh hehehe.",1,0,1,0
4218,suka banget sama produk ini .. dibibir enak gak bikin keriing .. emg awalnya agak keset gt tp kl udh berlaku halus juga kok .. harganya juga murah .. beli nya tunggu pas harga 37 apa 38 aja sering sale harga segitu ...: ),1,0,1,0
4249,"aku suka banget sama lip cream ini, aku punya 3 (athens, antwerp, dan sanpaulo) kesan pertama waktu aku buka produknya, wanginya enak banget bikin pengen dimakan haha. trus setelah dipake hasilnya matte dan makin lama makin menyerap dan menyatu sama warna bibir. cukup awet juga termasuk ya kalo emang dipake makan dan minum yang banyak hehe.",0,0,1,1
4300,"ah ini salah satu lipstik favorit saya .. awalnya sempet di bawah perkiraan karena harganya yang cukup murah untuk ukuran lipstik matte aku punya fig yang ternyata warnanya bagus banget, teksturnya lembut, berpigmen pula. untuk harga segitu ini tuh paling bagus deh (dari yg pernah dicoba sih haha) lihat kata mba mba counter yang ada skrg cuma shade in the red, fab fig dan mauve it over, hiks banyakin dong shade nya pliss",1,0,1,0
4805,"kemasannya oke banget: ramping (tidak seperti kebanyakan lipstik) dan enak dipegang saat aplikasi. produk ini wangi, nggak suka lipstik lain. warnanya tegas, mudah diaplikasikan, nggak bikin kering bibir, tahan lama. biasanya sebelum pakai saya oleskan lip balm dulu tapi ada produk lain yang walaupun sudah dioleskan lip balm tetap bikin bibir kering tapi bayi ini tidak. pasti akan membeli kembali karena saya suka produk ini",0,1,1,1
4842,"agak kurang sreg aja sih sama packaging nya yang jelek. dari luar sih oke karena warnanya gold, tapi pas dibuka, tube lipsticknya banyak yang nempel ke wall packaging jadi agak belepotan di dalemnya. sayang juga karena jadi limbah produk. Selain itu, saya sangat menyukai lipstik ini!",0,-1,1,0
5357,"sekarang merupakan salah satu lipstik matte favorit saya! formulanya enak, mudah diaplikasikan dan berpigmen! Daya tahan tidak terlalu lama, kalau makan dan minum cantik, sih, masih ada noda cantik. tapi kalau sudah makan besar, hilang sudah, tinggal sisa. walaupun matte, sama sekali tidak menyebabkan bibir kering dipakai seharian. pakainya pun mudah sekali, tidak seperti lipstik matte lainnya yang kadang seret. packagingnya cantik, klasik! bentuk ujungnya yang agak kotak juga membuat gampang gambar lipstik di pout-nya. warna ini bukan warna favorit saya, tapi tentu ini bukan ct matte lipstik terakhir saya, masih dalam pencarian warna yang pas!",0,1,1,0
5512,suka banget. lipstik merah pertama saya dan saya terus menggunakan warna merah sejak saat itu. warna merah nya bagus banget di kulit gelapkuuuu. dan harganya terjangkau juga ya hehe ini udah tube ke 3 aku beli ini (ofkorss dengan warna lainnya dari smlc ya). suka banget sama waran2 nya smlc,1,0,1,0
5786,"warna bagus dengan perasaan lembab :) suka dengan sentuhan terakhirnya, dan karena bibir saya memang agak bermasalah dengan kekeringan, jadi produk ini seperti bom untuk saya ^^ kemasannya juga mewah khas ysl :) karena ysl adalah favorit ibuku, i Dulu menyukai produknya sejak saya masih kecil ^^ menyukainya !!",0,1,1,0
5797,krim bibir yang terjangkau dengan hasil yang sempurna! warna amsterdam ini seperti bom! super jelas dan boros! beberapa teman juga merasa warna ini super banget :) sentuhan akhir yang bagus kalau buat aku yang bikin akan tetap nyari lagi produk ini ^^ harga bagus dengan kualitas bagus !!,1,0,1,0
5845,"1 kata untuk merek ini, mengesankan! packaging nya bagus mewah dan hasil nya pun ok di bibir ^^ ga nyangka ternyata brand ini harganya terjangkau :) warna ini cocok untukku, sebenarnya tergantung dengan warna bibir masing-masing. bibirku warna nya ke pink-an jadi hasilnya ok lumayan moist walau menurutku tetap revlon butter lebih ok dalam hal moisture your lips ^^ i recommend this product !!",1,1,1,0
5999,"Saya suka mewarnai produk ini !! harga cukup terjangkau (95k) dan kualitas lipsticknya pun bagus. kemasan nya bagus. aromanya enak, wangi vanila yang manis seger gitu. suka deh ama wangi nya: d hasil lipstik ini semi matte kalo menurutku, gak ngeringin, bahkan katanya kalo di pake selama berturut-turut bisa memperbaiki tekstur bibir yang kering gitu: d rekomen? pastinya ... :)",1,1,1,1
6276,"overall, lipstik nggak bikin kering, harganya murah, gampang ditemuin. kualitasnya oke, pilihan warnanya juga banyakkk banget. direkomendasikan!",1,0,1,0
6365,"aku suka banget formulanya yang lembut, dan wanginya enak kayak permen gitu! pokoknya must have deh nyx smlc athens ini, aku pasti beli lagi karena emang kualitasnya bagus. nah, kalau kamu yang punya warna kulit kekuningan sama denganku, mungkin nyx smlc athens bisa jadi pilihan tepat untuk yang lagi cari lip color nude.",0,0,1,1
6614,"sayang banget kalo mau pake lipstik ini karena mahal banget. tapi memang hasilnya beda banget dari lipstick yang lain, bagus banget kualitasnya. warnanya pigmented banget tapi sama sekali ngga bikin bibir kering. jadi ngga perlu pake lip balm dulu. warna dusty pink nya beda dari yang lain, cocok buat semua warna kulit.",-1,0,1,0
6765,"kesan pertama dari lipstik ini adalah wanginya yang enak dan khas, dan pas di cobain di bibir bener bener bagus banget warnanya keluar banget, di bibir juga ga bikin kering, pokonya ini termasuk lipstick favorit aku! packaging nya bagus, sangat elegan",0,1,1,1
6948,"huaaaa aku jatuh cinta sama lumiere, pertama beli juga karena aku ngefans banget sama kathleen lights, ini hasil kolaborasi colourpop sama si kathleen. tanpa pikir panjang aku langsung pesan. bener-bener diluar dugaan lipstik ini oke banget, teksturnya nyaman di bibir, berpigmen dan tahan lama. hasil matte tapi gak bikin kering bibir. design packagingnya juga lucu seperti pulpen, ukurannya pas jadi lebih mudah diaplikasikan di bibir dan sudut bibir.",0,1,1,0
7727,"produk ini bagus banget, hasilnya matte gitu! harganya juga terjangkau bangeeett, warnanya bagus dan wearable deh. tapi efeknya emang bibir jadi lebih kering sih, jadi biasanya sebelum pake ini, aku pake lipbalm yang ngga ada warnanya dulu terus baru pake ini. warnanya bagus-bagus banget dan harganya sangat terjangkau;)",1,0,1,0
7904,"cocok untuk acara formal atau acara malam karena lipstiknya terasa gelap, shimmer dan glamour. tahan lama dipakai n gak gampang pudar walo dipake makan n minum. wanginya juga enak. yang gak enak cuman harganya yang mahal.",-1,0,0,1
8012,"harga murah? cek. nggak bikin bibir kering? cek. hasil semi matte? cek. pigmentasi? satu gesekan dan Anda siap melakukannya. pilihan warnanya banyak banget sampe bingung mau beli yang mana. untungnya bare it all ini warnanya cocok di aku, meskipun peachy brown nude, dan jatohnya agak terang di bibir aku, tapi masih keliatan bagus dan nggak bikin muka aku jadi keliatan pucat.",1,0,0,0
8327,lipstik cair terbaik !!! warna pink nya super cantik dan pigmented banget. pink nya agak lebih ke peach. cukup tahan lama kalo ngga dipake buat makan makanan yang berminyak. packaging nya juga bagus karena tutupnya warna merah jadi keliatan yang lebih mewah. walaupun agak mahal tapi worth it banget.,-1,1,1,0
11479,"saya adalah pecinta lipstik merah tua. Sehingga ketika saya menemukan keteduhan ini, saya langsung jatuh cinta dan membeli. lipstik ini sangat berpigmen, wanginya harum, dan teksturnya matte. sehingga menggunakan lipbalm terlebih dahulu bagi yang memiliki bibir kering.",0,0,1,1
11981,"Warna merah Rusia ini adalah warna favoritku sepanjang masa untuk keperluan apapun. hang out, ngedate, pesta, warna ini cocok banget banget banget. dan wangi nya yang enak jadi suka banget sama produk ini!",0,0,1,1
13066,pewarna bibir yang sangat cantik! duh aku sampe susah mendeskripsikan nya ... pertama kali nyoba ini waktu di sephora kokas. dan pas nyoba aku langsung jatuh cinta banget sama warnanya ... pemakaianya gampang banget ... kemasanya unik ... dan yang pasti punya daya tahan yang mengagumi bangett .. biarpun udah makan atau minum warnanya tetep stay di bibir. jempol lah ... tapi harganya tergolong mahal sih menurut aku. sangat menyukainya!,-1,1,1,0
13359,lipstick ini like lipstick termahal yg aku beli..tapi yg membuat lipstick ini sangat menarik perhatian tentu saja texture dan packagingnya .. packaging lipstick ini simple black dan terlihat sangat elegan .. tekstur lipsticknya pun lembut tp pigmented dan tidak membuat bibir kering..warnanya mawar lembut..bibirku tapi warnanya lebih bagus..bagus banget dipakai untuk sehari2 dan untuk acara khusus. ku suka!,-1,1,1,0
14382,"mewah !! burberry ciuman dari packagingnya aja mewah banget. saya punya 3. pink peony, poppy red dan nude pink. kalo lagi ga sempet ngaca, cukup ngaca di lipsticknya hihii saya ga pernah pakai lipbalm sebelum pakai ciumin ini, setelahnya pun ga membuat bibir saya jadi pecah-pecah. poppy red dibibir saya ga terlalu merah terang. salah satu lipstik favorit saya!",0,1,1,0
14455,"pertama kali lihat produk ini gara-gara laper mata pas jalan-jalan ke hypermarket. harganya murah banget, kebetulan jalan itu lagi tergila-gila sama warna-warna musim gugur kaya plum, berry, wine. pertama kali dibuka, bakalan kecium wangi lipstiknya. aromanya enak kaya buah-buahan. Aku suka banget produk ini karena sangat berpigmen, murah, dan setelah dipakai makan nasi padang warnanya masih ada. malah makin natural dan cakep. menurutku, warna nya bisa jadi dupe untuk mac - rebel.",1,0,1,1
15707,"lipstik matte lokal favoritku! pokoknya cinta banget sama lipstik ini. packagingnya bagus, harganya murah, teksturnya pun enak !! lipstik ini bener-bener dead matte finishnya, tapi teksturnya creamy pas di aplikasiin di bibir, nggak seret sama sekali. tahan lama dan tahan transfer. terus aromanya enak ada wangi permennya. packagingnya pun ramping, nggak makan tempat, dan warnanya ungu metalik gitu jadi bikin dia lebih ramah lingkungan lipstik lainnya. udah gitu harganya juga terjangkau, pokoknya nggak kalah deh sama lipstik impor lainnya. warna 03 ini juga cocok banget di bibir aku, peachy nude gitu, dan pigmentasinya juga oke, one swipe and your good to go.",1,1,1,1
15806,"murah, warnanya sangat berpigmen dan bentuknya enak kaya crayon jadi presisi. lumayan gampang di dapetinnya. emang ga transfer proof sih tapi ninggalin stain yang cantik di bibir. ilangnya memudar gitu ga yang langsung bubar ilang ninggalin cincin luar aja",1,0,0,0
15869,"dari segi harga jelas mahal, yaa tipis2 lah sama harga lipstick \\\\ / lipgloss punya ysl tapi hasilnya lbh suka punya chanel ini, semua shade rouge allure bikin wajah jadi lbh cantik fresh tone ini yang paling aku suka, pink nya dapet dan kalem banget cukup melembapkan bibir tapi ga bikin belepotan, ada aroma enaknya, wangi gitu, suka banget. packagingnya juga keren, chanel benar-benar berhasil pada saya;) overall aku suka !!",-1,1,0,1
16451,"ini lipstik pertama chanel saya yang di punya. kemasannya bagus banget hitam-emas dan lipstikmya teksturnya creamy dan finishnya matte. tidak membuat kering, serta ketahannya cukup oke 4 jam dibawa makan minum masih ada meski stainnya tidak rata hilang di tengah. warnanya mawar merah muda, peluru sih terang sebelum diswatch. tetapi ternyata di bibir warnanya secantik istanbul nyx smlc. cantik! dengan harga yang lumayan mahal menurut saya investasi yang bagus karena kualitasnya oke dan produknya banget wearable.",-1,1,1,0
16585,"yang bikin naksir pertama kali: packaging rose gold nya bagus banget aaaaaa bikin hati langsung deg2an! ngga terlalu beda jauh sama saudaranya si ruby, cuma ini lebih gelap sedit. sangat berpigmen, cukup sekali stroke pun sudah terlihat memukau. jangan lupa persiapkan dan pulaskan bibir Anda sebelum mengaplikasikan lipstik ini, karena bisa membuat bibir kering dan aplikasi terlihat patchy.",0,1,0,0
16711,satu-satunya lipstik merah favorit! Merah tua dengan sedikit warna biru membuat gigi terlihat lebih putih. warnanya pas banget karena ga terlalu ngejreng ataupun gelap. wanginya enak sekali dan sooo berpigmen. bahkan ibuku juga menyukainya,0,0,1,1
16812,"shade lip matte ini adalah salah satu dari shade terfavoritku, dan nyx lip matte ini selain harganya terjangkau, juga teksturnya tidak mengeringkan bibir dan juga tidak bau .. stay powernya juga ok, jadi worth sekali",1,0,1,0
17875,"Aku suka banget sama produknya .. walaupun aku gak scrub sebelum memakai lipstik atau memakai lipbalm, alias memakai produk ini ke bibir, lembut banget dan gak bikin bibir pecah pecah. kamu harus coba, harganya terjangkau dan mudah di dapat. rata rata aku memang suka tekstur lipstick silkygirl. khususnya anggur merah ini.",1,0,1,0
18069,"soal formula yang ga usah ditanya ya abh termasuk salah satu yang terbaik! ga lengket, konsistensinya pas, light, wanginya juga enak dan warna ini omg, aku langsung jatuh cinta. nyobain punya temen yang kebetulan pulang dr kami langsung jatuh cinta. warnanya tergolong nude tapi lumayan bold juga..karena biasanya kalo warna2 nude kan agak krg jelas kan? sulit. pokoknya ini pas bgt buat pemakaian sehari-hari tp tetep keliatan pake lipstik. suka",0,0,1,1
18151,as usual kemasan lime crime selalu unik dan cantik kelihatan mewah kemasan velvetines ini. teksturnya cair jadi gampang untuk diaplikasikan ke bibir dengan kuas aplikatornya juga jd gampang yang dibentuk menyesuaikan bentuk bibir kita. berpigmen dan tahan lama. gak bikin kering bibir dan gak terasa berat dibibir walaupun matt. shade riot ini dibibirku jadi nampak merah kecoklatan atau kemerahan. tidak terlalu merah kearah orange tapi juga bukqn coklat yg nude. jadi warnanya pas untuk penggunaan sehari-hari bisa untuk pesta pun okeh banget. kasih banget deh,0,1,1,0
24670,puas sm lipstik gerard yg satu ini. hasil nya matte dan pigmented .. packaging nya mewah. seperti peluru emas .. aku suka banget ..,0,1,1,0
25215,"lipstik telanjang saya yang sempurna! warna bibirku banget pokoknya, cocok untuk dipakai sendirian atau untuk melembutkan lipstik dengan warna cetarrr, sebagai dasar dari lipstik lain agak lipstik lain lebih keluar warnanya juga oke multi guna! kemasannya juga cantik, berwarna hitam doff dan tutup bermagnet really worth it! sangat menyukai produk ini",0,1,1,0
26567,"gak kecewa beli ini, teksturnya enak, lembab banget, wanginya enak, kaya wangi bunga, cerah di muka seketika..look young, dan yang pasti gak bikin bibir kering. ya iyalaahh ysl gitu looh, itu sangat berharga..saya menyukainya dan saya akan membelinya kembali tentunya!",0,0,1,1
26579,"suka banget sama shade yang satu inik. warna merahnya tuh merah yang aku carik carik, merah gelep dengan nada biru: d tidak bisa lebih bahagia dengan yang terjangkau ini. ujungnya tidak tumpul memudahkan aplikasi. warnanya pigmented dan opaque, sehingga meninggalkan noda yang bagus. matte tidak kering. sempurna untuk saya: d",1,0,1,0
28911,"pertama-tama, saya sangat menyukai produk ini. warnanya bagus, pink yang kalem di saya. sekarang jadi lipstik untuk sehari-hari. meluncur dengan mulus, berpigmen, ringan di bibir. untuk minum ga transfer, stay power lebih dari 4jam. wanginya enak mirip playdough atau cream kue jaman dulu. packagingnya jelek terlalu sederhana dan agak ringkih, bullet lipsticknya juga rapuh. dan kekurangan yang paling mengganggu adalah susah dicari.",0,-1,1,1
28963,salah satu favorit saya nude matte lippie..saya suka lipstik nude karena saya suka smokey eyes & amp; natural .. (+) harganya terjangkau..g murah bgt tp cukup murah untuk kualitas ckp bagus. (+) gampang didapat (+) warnanya pink nude..pas bgt di bibir aku..g pucet tp g bold..gorgeous (+) teksturnya smooth bgt..like a satin (+) hasilnya matte tp g terlalu bikin bibir aku kering..g lgs matte..tapi lama2 jd matte..pk lip balm dl akan lbh lembab (+) stay power..not bad..lymn sktr4-5 jam asal jgn mkn minum bar bar aja..msh sdkt transfer tp dkt sih (+) packaging nya cantik..red warna merpati..fav..bahkan plastik tapi kelihatan bagus & elegan..g ky murahan .. gak ada kekurangan..sayang,1,1,1,0
29026,"raspberry kaya ini di saya bikin muka nampaknya lebih cerah. warnanya cantik, entah dipakai full swipe atau dioles pake jari. bisa di layer, nggak jadi crack. longlasting dan nyaman di bibir. harga murah, kualitas tapi kualitasnya bagus. sayang wand-nya pendek bangeett, jadi mesti extra hati-hati kalau mau pakai full swipe.",1,0,1,0
29726,lipstik dari ysl ini yang paling aku suka warnanya karena bikin natural look aku sehari-hari dengan make up kantor yang cukup berat. lipstik ini juga bagus banget klo mau dipake keacara santai. packagingnya yang mewah membuat lipstik ini cocok dibawa kemana-mana dan punya yang asli sendiri buat kita. tekstur lipstik ini juga creamy dan melembabkan bibir. dari segi ketahanan juga tahan aku suka banget karena ga harus touch up sering-sering karena lipstik ini termasuk awet banget klo dipake. overall aku suka banget sama lipstik ini.,0,1,1,0
30062,"So far I like bangett stay power nya bisa tahan seharian walau udah makan dan minum berkali-kali. untuk aplikasi juga mudah diratakan dibibir. menururku dia gak bikin kering yah, tapi memang dia agak sedikit lengket dan aromanya ga enak, ada sedikit bau kimia. tapi dengan harga yang sangat terjangkau, menurut saya produk ini sangat bagus.",1,0,1,-1
31292,"walaupun lipstick ini lumayan mahal tapi worth it banget deh soalnya ga buat bibir jadi kering, malah buat bibir jadi lembab dan juga warnanya jadi warna lipstick go to banget karena cocok dengan baju warna apa aja. suka banget!",-1,0,1,0
31302,"lipstik kesukaan karena murah dan juga warnanya oke! warna juga lumayan tahan lama walau setelah makan atau minum, warna akan tetap ada di bibir walau tinggal sedikit saja hehe. walaupun ini lipstick matte, tetapi hasil yang diberikan pun tidak membuat bibir menjadi keringwarna lipstik ini sangat cocok untuk dipakai sehari-hari karena warnanya yang natural dan soft banget. dan juga warna tahan lama tapi tidak cocok untuk bibir kering karena teksturnya yang matte jadi kamu harus menggunakan pelembab bibir terlebih dahulu memakai lipstik ini",1,0,1,0
31385,"sangat suka dengan lipstik nyx ini karena cocok dengan bibir aku yang kering ini dan juga warnanya yang tahan lama. sekali aplikasi saja dan warna langsung terlihat dengan jelas lho! kualitasnya sangat oke dengan harga yang sangat murah, terutama kantong para mahasiswi hehe",1,0,1,0
31513,"walaupun lipstik ini terbilang mahal tapi saya tetap akan membeli kembali karna ini lipstik warna nude terbaik yang pernah saya coba .. teksturnya yg creamy jadi bisa sekaligus melembabkan bibir. bisa dibilang ini lipstik keseharian saya, lipstik andalan banget deh. packagingnya oke banget, elegan jadi bikin pede klo lagi touch up ditempat umum hehehe lol",-1,1,1,0
31905,salah satu lipstik nude favorit saya yang pernah (+) gampang didapat (+) warna pinky nude yg cantiiikk bgt..bagusss bgt nude nya..g pucet ky org sakit..tp gonjreng jg..pokoknya kl kalian ngaku pecinta lipstik nude mk kalian wajib punya warna ini..bagus bgt jatohnya dibibir aku. (+) tekstur creamy shiny..hsl akhir creamy dgn sdkt shiny..bibir aku berasa ada butter..enak bgt..lembuut & amp; lembab bibirku..gampang di blend .. (+) packaging cantik..warna salem bening + silver..modis (+) warnanya pigmented..sekali oles lgs keliatan (-) stay power..so so lah..sekitar 3- 4 jam tanpa mkn minum loh..tp tgl oles lg cakeeepp lg deh .. very high recommended for nude lipstick lovers..aku suka bgt warnanya,0,1,1,0
32466,"awal beli ini ga suka karena bikin kering dibibirku yg super sensitif. eh pas dipakein lipbalm ternyata jadi jatuh cinta bgt sama warnanya! kalo dipakein lipbalm dulu diaku jadinya ga kering dan kepake bgt tiap hari. warnanya wearable bikin fresh di skin tone aku yg putih. stay powernya oke walaupun udah makan tetep masih keliatan warnanya. ga perlu retouch sering2 kecuali abis makan yg heboh bgt. packagingnya aku suka warnanya lucu bgt. bakalan beli kembali sih fix. lipstik favorit aku !!!! bisa dipake ke kampus, jalan indoor atau outdoor ah suka bgt deh",0,1,1,0
33263,"warnanya sangat bagus, difoto emang kesannya merah cabe gimana gitu. t. kemasannya super cantik, unik dan bagus banget dijadiin koleksi * loh hahhahaha .. aku pake 6 jam dengan makan minum, masih nempel sempurna, agak berkurang dikit, tapi masih sangat bagus. sangat direkomendasikan. teksturnya creamy dan wangi. aromanya kayak susu jadi gemessss.",0,1,1,1
33404,"Akus suka sekali dengan warna ini, memang kesannya sama dengan warna fuschia lain yang ada di pasaran, tapi yang membedakan adalah kejahatan teksturnya creamy sekali, gampang dibaur, dan stay all day long juga. aromanya enak wanginya kayak susu jadi enak deh kalau dipake. packagingnya juga bagus, kokok, ada gambar unicorn dengan hologram gitu. jeruk nipis benar - benar memperhatikan kualitas produknya. dan ini aku recommended banget!",0,1,1,1
3609,"packaging nya bagus, eye catching krn warnanya yg mirip sm lip creme nya ketika di aplikasikan ke bibir. harganya yang lumayan terjangkau dibanding pesaing. Teksturnya creamy pada awalnya, tetapi hasilnya benar-benar matte. dan nggak bikin bibir kering. suka banget sama semua shade nya ada shade 1-9. tapi shade fave yang bisa digunain untuk penggunaan sehari-hari itu ada peach club, love it !!",1,1,1,0
3610,"suka banget sama matte lip creme ini, pertama dari packagingnya yang bagus, colorful, sesuai dengan warna lip creme nya ketika di aplikasikan ke bibir. aroma atau aromanya unik, manis kayak permen waktu kita buka bibir cremenya, tapi pas dipake sih hilang aromanya. australis ini cukup pigmented, jadi aku rasa cukup sekali aplikasi aja nggak usah berulang, dan dia jg cuma itungan 1 menit juga udah langsung matte finish. pokoknya langsung kering dan powenya langgeng juga ok banget !!",0,1,1,1
3612,"untuk yang suka liptick matte tapi nggak bikin bibir kering, nyx matte lipstick ini recommended deh .. karena harganya jg terjangkau, pilihan warnanya banyak jadi bisa koleksi banyak warna tanpa ketakutan keabisan budget .. hehe warna fave aku sierra, angel dan shocking pink .. suka banget!",1,0,1,0
3889,"buat yang punya bibir kering pasti suka formula lip gel ini, nyamaaan banget dipakenya. warnanya pun pigmented banget, tapi sayang stay powernya kurang dari 3 jam apalagi kalo dipake makan ilang huhuhu. packagingnya juara bgt sih bagus dan kesannya mewah banget. menurut gw harganya kemahalan buat, di sephora indo harganya 407ribu mehong banget soalnya stay powernya kurang oke. hmm secara keseluruhan saya tidak terlalu suka produk ini",-1,1,-1,0
3953,"punya lippen ini ada 2, shade fergie daily ama bebot love ... suka banget ama bebot love, warnanya nyatu banget ama bibir n awet ... sedangkan si fergie daily pucat abis, jadi harus ditambahkan dengan lippen lain yang lebih bold ... sejauh ini, suka bgt dengan harga yang murah bisa membuat lippen yang cukup aman di bibir. secara bibirku lumayan sensitive ... dari segi packaging, agak ringkih ya ... tapi aku suka banget!",1,-1,1,0
3955,"suka banget ... terlihat natural ... paling fave dari si lippen nyx ini ya yang seri round ini ... sayang, packagingnya ringkih alias gampang pecah ... untuk harga yang murah, worthed banget nih lippen ..",1,-1,1,0
4002,"aku udah pake ibiza sama monte carlo. suka banget. wanginya enak kayak permen. kental bukan cair. suka! emang sih, klo dipake makan agak luntur, tapi oke lah lah .. mengingat harganya yang murah",1,0,1,1
4008,"lipcream favoritku! aku pake shade stockholm, kalo liat swatches nya di google warnanya agak gelap tahan panas. trump kalo di aku agak peach gitu, natural banget! wangi nya juga suka, wangi vanilla gitu, sebelum pake pasti aku cium dulu hahaha. cuma stay powernya kurang :(",0,0,1,1
